order_id,order_date,customer_id,store_id,country,sales_channel,order_status,payment_method,gross_amount_eur,discount_amount_eur,net_amount_eur
O0015444,2023-02-02,C009981,,Serbia,web,completed,wallet,62.22,2.39,59.83
O0015445,2025-02-07,C011663,,Serbia,web,completed,card,241.51,2.19,239.32
O0015446,2023-01-20,C004559,S016,Serbia,store,completed,cash,67.06,0.45,66.61
O0015447,2023-11-14,C010646,,Serbia,web,completed,card,24.45,0.49,23.96
O0015448,2024-04-06,C006011,,Cyprus,web,completed,card,186.78,1.3,185.48
O0015449,2023-06-17,C006274,S004,Serbia,store,completed,card,193.51,6.43,187.08
O0015450,2023-09-08,C000698,S011,Cyprus,store,completed,card,55.14,1.1,54.04
O0015451,2023-11-05,C008839,,Serbia,web,completed,card,220.89,3.9,216.99
O0015452,2025-07-02,C000870,S011,Cyprus,store,completed,card,415.26,33.28,381.98
O0015453,2023-04-26,C011174,,Serbia,web,completed,card,63.25,0,63.25
O0015454,2025-03-28,C003129,S010,Serbia,store,completed,cash,93.97,0,93.97
O0015455,2025-01-09,C011991,,Cyprus,web,refunded,bank_transfer,329.1,6.51,322.59
O0015456,2025-06-23,C003616,S015,Cyprus,store,completed,card,12.4,0,12.4
O0015457,2023-09-27,,,Serbia,web,completed,card,18.79,0,18.79
O0015458,2025-02-17,,,Cyprus,mobile_app,completed,card,109.97,3.3,106.67
O0015459,2024-10-21,C011282,,Serbia,mobile_app,completed,card,119.47,3.56,115.91
O0015460,2025-08-26,C005018,S016,Serbia,store,completed,card,157.24,2.44,154.8
O0015461,2023-05-10,C010322,,Cyprus,web,completed,bank_transfer,64,0.26,63.74
O0015462,2024-07-13,C007842,,Cyprus,mobile_app,completed,bank_transfer,125.27,0,125.27
O0015463,2024-09-18,C004008,S006,Cyprus,store,completed,card,83.81,0.41,83.4
O0015464,2023-12-29,C008209,,Serbia,web,completed,card,48.18,0,48.18
O0015465,2023-03-19,C007485,,Serbia,mobile_app,completed,bank_transfer,1213.44,0,1213.44
O0015466,2025-02-11,C006989,,Cyprus,web,completed,wallet,219.44,9.35,210.09
O0015467,2023-02-02,C001069,,Serbia,web,completed,card,122.48,1.14,121.34
O0015468,2025-03-05,C006315,S009,Cyprus,store,completed,card,348.25,6.19,342.06
O0015469,2025-02-16,C002793,S014,Serbia,store,completed,card,45.94,0.83,45.11
O0015470,2024-07-17,C011397,,Cyprus,mobile_app,completed,card,64.75,0,64.75
O0015471,2025-08-08,C001740,,Cyprus,web,completed,wallet,260.82,6.23,254.59
O0015472,2023-09-05,C000433,,Serbia,web,completed,wallet,355.02,0,355.02
O0015473,2025-05-31,C007526,,Serbia,mobile_app,completed,card,382.45,29.51,352.94
O0015474,2023-11-28,C008368,,Cyprus,mobile_app,completed,card,11.86,1.9,9.96
O0015475,2023-11-11,C008809,,Cyprus,web,completed,card,27.86,0.28,27.58
O0015476,2025-04-21,C005786,,Cyprus,web,completed,card,186.42,6.44,179.98
O0015477,2023-08-31,C008611,S011,Cyprus,store,completed,card,49.42,2.38,47.04
O0015478,2025-12-06,C010287,,Serbia,mobile_app,completed,card,176.41,9.1,167.31
O0015479,2024-04-08,C011622,,Serbia,mobile_app,completed,card,29.59,0.59,29
O0015480,2025-10-08,C006486,S017,Cyprus,store,completed,card,131.89,5.57,126.32
O0015481,2023-12-15,C010572,,Cyprus,marketplace,completed,bank_transfer,831.41,0,831.41
O0015482,2024-06-01,C005366,,Cyprus,marketplace,completed,card,180.16,4.92,175.24
O0015483,2023-05-10,C007640,,Serbia,web,cancelled,card,44.28,2.66,41.62
O0015484,2024-06-05,C000826,,Cyprus,marketplace,completed,bank_transfer,340.86,0,340.86
O0015485,2025-12-13,C002413,,Cyprus,marketplace,completed,bank_transfer,291.8,0,291.8
O0015486,2023-08-28,C001498,,Cyprus,web,completed,card,267.85,0,267.85
O0015487,2025-07-05,,S008,Cyprus,store,completed,wallet,35.8,1.79,34.01
O0015488,2024-03-08,C008369,S009,Cyprus,store,completed,cash,169.53,2.05,167.48
O0015489,2023-12-08,C001489,S004,Serbia,store,completed,card,12.13,0,12.13
O0015490,2023-02-11,C002164,,Cyprus,marketplace,completed,card,63.27,0,63.27
O0015491,2023-07-28,C002746,,Serbia,mobile_app,completed,card,582.46,3.52,578.94
O0015492,2024-05-07,C002624,,Serbia,mobile_app,completed,wallet,58.52,0.59,57.93
O0015493,2025-10-25,C002328,,Cyprus,marketplace,completed,card,232.48,0,232.48
O0015494,2023-04-04,C006159,,Cyprus,mobile_app,cancelled,card,76.43,4.59,71.84
O0015495,2023-08-26,C001557,,Cyprus,mobile_app,completed,wallet,126.86,0,126.86
O0015496,2024-04-13,C004851,,Serbia,web,refunded,card,47.54,0,47.54
O0015497,2025-09-16,C006978,,Serbia,web,completed,card,379.98,8.27,371.71
O0015498,2024-07-30,C000539,,Cyprus,web,completed,card,139.46,6.97,132.49
O0015499,2025-11-26,C005101,,Cyprus,mobile_app,completed,wallet,45.39,0,45.39
O0015500,2023-11-04,C002069,S005,Serbia,store,completed,card,143.8,4.38,139.42
O0015501,2024-08-15,C011565,,Serbia,mobile_app,completed,wallet,236.52,0,236.52
O0015502,2025-01-23,C001027,,Cyprus,web,completed,card,314.42,7.23,307.19
O0015503,2023-03-13,C000845,,Serbia,web,completed,card,32.88,0.99,31.89
O0015504,2024-05-06,C006173,,Serbia,marketplace,cancelled,wallet,427,2.12,424.88
O0015505,2024-01-10,C004521,,Serbia,mobile_app,completed,card,649.11,0.44,648.67
O0015506,2025-07-10,C004419,,Cyprus,web,completed,card,5.47,0.44,5.03
O0015507,2025-11-11,C011519,,Serbia,mobile_app,completed,card,336.77,35.65,301.12
O0015508,2025-01-08,C010128,S012,Serbia,store,completed,card,64.9,0,64.9
O0015509,2023-03-22,C007241,S006,Cyprus,store,completed,card,566.81,0,566.81
O0015510,2024-11-30,C000627,,Cyprus,web,completed,card,73.57,0,73.57
O0015511,2023-03-09,C004873,,Serbia,web,completed,card,809.14,0.72,808.42
O0015512,2023-11-02,C001449,,Cyprus,mobile_app,completed,card,864.69,109.43,755.26
O0015513,2025-11-21,C001898,,Serbia,mobile_app,completed,card,96.02,16.32,79.7
O0015514,2023-07-01,C007390,S012,Serbia,store,completed,cash,21.36,0,21.36
O0015515,2024-04-04,C002595,,Serbia,web,completed,card,165.34,0,165.34
O0015516,2025-05-30,C004534,,Serbia,mobile_app,completed,card,79.7,2.96,76.74
O0015517,2024-09-27,C002936,,Serbia,web,completed,card,45.97,0.92,45.05
O0015518,2025-10-31,C000676,S006,Cyprus,store,completed,card,143.3,0,143.3
O0015519,2024-05-13,C007027,,Cyprus,marketplace,completed,wallet,198.62,0.78,197.84
O0015520,2025-11-22,C002294,,Serbia,mobile_app,completed,card,1173.77,0.61,1173.16
O0015521,2025-04-02,C005336,,Serbia,web,completed,card,88.09,3.18,84.91
O0015522,2025-11-07,C003746,,Cyprus,marketplace,completed,card,476.62,61.96,414.66
O0015523,2023-05-17,C000545,,Serbia,mobile_app,completed,card,201.5,8.1,193.4
O0015524,2024-09-11,C005694,S017,Cyprus,store,completed,cash,393.98,8.62,385.36
O0015525,2023-12-28,C007180,,Serbia,web,completed,card,1165.03,22.23,1142.8
O0015526,2023-03-24,,,Serbia,web,completed,card,834.2,66.74,767.46
O0015527,2023-11-13,C010381,S010,Serbia,store,completed,card,38.63,0,38.63
O0015528,2025-11-08,C011068,,Serbia,marketplace,completed,card,53.95,2.03,51.92
O0015529,2023-08-01,C010324,,Serbia,marketplace,completed,card,82.3,0,82.3
O0015530,2025-10-29,C002534,S016,Serbia,store,refunded,wallet,25.26,0.2,25.06
O0015531,2023-02-25,C009548,,Serbia,web,completed,card,446.2,0,446.2
O0015532,2025-09-25,C008993,,Cyprus,mobile_app,completed,card,369.6,0,369.6
O0015533,2025-01-01,,,Serbia,mobile_app,cancelled,bank_transfer,28.21,0.28,27.93
O0015534,2024-09-17,C002485,,Cyprus,mobile_app,completed,wallet,41.82,0,41.82
O0015535,2023-12-16,C008716,,Cyprus,web,completed,card,703.28,89.25,614.03
O0015536,2025-11-19,C001573,,Cyprus,web,cancelled,wallet,9.14,0,9.14
O0015537,2025-11-10,C008757,,Cyprus,web,completed,card,114.42,10.78,103.64
O0015538,2023-07-28,C007817,,Cyprus,web,completed,bank_transfer,371.06,11.13,359.93
O0015539,2025-07-02,C008523,,Cyprus,mobile_app,completed,wallet,245.59,0,245.59
O0015540,2024-04-16,C009277,,Serbia,mobile_app,completed,wallet,1213.17,63.5,1149.67
O0015541,2024-12-02,C008122,S016,Serbia,store,completed,card,18.69,0,18.69
O0015542,2024-04-05,C002715,,Serbia,web,completed,card,1112.93,45.31,1067.62
O0015543,2025-06-18,C011363,S018,Cyprus,store,completed,card,1125.67,46.23,1079.44
O0015544,2025-12-28,,,Cyprus,mobile_app,completed,bank_transfer,223.81,1.85,221.96
O0015545,2024-06-18,C009754,,Cyprus,web,completed,card,7.95,0.64,7.31
O0015546,2025-07-16,C001328,S017,Cyprus,store,completed,card,179.06,0,179.06
O0015547,2025-01-11,C003354,,Serbia,marketplace,completed,card,456.72,11.16,445.56
O0015548,2025-05-14,C007216,,Cyprus,web,completed,card,139.26,0,139.26
O0015549,2024-04-11,C011344,,Serbia,marketplace,completed,wallet,154.44,2.05,152.39
O0015550,2024-11-08,C001736,,Serbia,web,completed,card,261.67,37.28,224.39
O0015551,2024-10-25,C003397,,Cyprus,mobile_app,completed,bank_transfer,62.37,2.8,59.57
O0015552,2023-03-28,C003624,S006,Cyprus,store,completed,card,571.29,0,571.29
O0015553,2023-02-12,C006612,,Cyprus,web,completed,wallet,79.38,0,79.38
O0015554,2023-07-08,C003420,,Serbia,mobile_app,completed,wallet,160,0.68,159.32
O0015555,2023-04-17,C006963,,Serbia,web,completed,card,116.99,0,116.99
O0015556,2024-03-31,C004123,,Cyprus,web,completed,card,966.04,19.32,946.72
O0015557,2025-04-29,C006098,,Cyprus,mobile_app,completed,card,67.35,4.04,63.31
O0015558,2024-02-05,C006988,S010,Serbia,store,completed,cash,187.68,11.26,176.42
O0015559,2025-03-27,C010100,,Cyprus,marketplace,completed,card,134.29,7.15,127.14
O0015560,2024-07-25,C003324,,Serbia,mobile_app,completed,card,36.75,2.94,33.81
O0015561,2025-07-20,C009555,,Cyprus,web,cancelled,wallet,10.2,0,10.2
O0015562,2023-07-22,C002831,,Cyprus,web,completed,card,317.35,6.2,311.15
O0015563,2024-04-19,C009203,S001,Cyprus,store,completed,card,129.38,11.45,117.93
O0015564,2023-12-31,C003794,,Cyprus,mobile_app,cancelled,card,536.32,85.15,451.17
O0015565,2023-08-01,C008551,S017,Cyprus,store,completed,wallet,77.93,0,77.93
O0015566,2023-12-27,C007370,S016,Serbia,store,completed,card,119.65,8.2,111.45
O0015567,2024-07-06,C009352,,Cyprus,marketplace,completed,card,239.42,0,239.42
O0015568,2023-11-26,C005208,S005,Serbia,store,completed,card,13.42,1.61,11.81
O0015569,2025-09-07,C003787,,Cyprus,web,completed,wallet,425.1,17,408.1
O0015570,2023-12-09,C002258,,Serbia,marketplace,refunded,card,1409.26,153.5,1255.76
O0015571,2024-06-27,C001404,,Cyprus,marketplace,completed,bank_transfer,493.85,3.97,489.88
O0015572,2024-10-16,C009329,,Cyprus,marketplace,completed,card,1355.9,0.49,1355.41
O0015573,2023-10-20,C006043,,Serbia,web,cancelled,wallet,29.72,1.63,28.09
O0015574,2025-02-10,C010049,,Cyprus,mobile_app,completed,bank_transfer,130.11,0.72,129.39
O0015575,2023-07-30,C011578,,Serbia,mobile_app,completed,card,132.29,1.62,130.67
O0015576,2024-12-25,,,Serbia,mobile_app,completed,card,503.08,4,499.08
O0015577,2025-04-25,C007138,,Serbia,mobile_app,completed,card,132.04,3.48,128.56
O0015578,2023-11-05,C000997,,Serbia,web,completed,card,5.33,0,5.33
O0015579,2025-05-26,C001560,S018,Cyprus,store,refunded,card,1014.85,0,1014.85
O0015580,2024-08-18,C006983,,Serbia,marketplace,completed,card,173.99,6.96,167.03
O0015581,2023-02-23,C005637,,Cyprus,marketplace,completed,card,521.42,3.01,518.41
O0015582,2025-07-10,C001471,,Cyprus,web,completed,card,141.9,0,141.9
O0015583,2025-11-14,C010926,S016,Serbia,store,completed,cash,58.19,0,58.19
O0015584,2024-05-11,C005492,,Cyprus,mobile_app,completed,card,589.01,0,589.01
O0015585,2024-12-19,C000721,,Cyprus,marketplace,completed,wallet,543.34,33.61,509.73
O0015586,2025-09-27,C001488,,Serbia,web,completed,bank_transfer,260.19,0,260.19
O0015587,2025-07-31,,,Cyprus,marketplace,completed,card,305.09,1.74,303.35
O0015588,2023-10-18,C000707,,Serbia,web,cancelled,card,650.22,0,650.22
O0015589,2023-10-10,C001645,,Cyprus,web,completed,card,479.87,38.51,441.36
O0015590,2024-10-06,C005732,,Cyprus,marketplace,completed,card,137.35,0,137.35
O0015591,2024-04-22,C008058,,Cyprus,web,completed,card,19.2,1.15,18.05
O0015592,2025-11-15,C001293,,Cyprus,web,completed,card,607.78,1.49,606.29
O0015593,2024-04-16,C001585,S012,Serbia,store,completed,card,971.29,3.27,968.02
O0015594,2025-03-23,C001279,S018,Cyprus,store,completed,wallet,264.46,18.51,245.95
O0015595,2025-07-30,C000766,,Serbia,web,completed,card,9.15,0.92,8.23
O0015596,2024-12-14,C001052,S010,Serbia,store,completed,card,175.36,3.72,171.64
O0015597,2024-04-19,C001516,,Serbia,mobile_app,completed,card,57.02,0,57.02
O0015598,2024-08-27,C008229,,Serbia,mobile_app,refunded,card,9.8,0,9.8
O0015599,2023-08-19,C005137,,Cyprus,web,completed,card,158.96,6.36,152.6
O0015600,2025-11-19,C005713,,Cyprus,web,completed,card,101.7,0,101.7
O0015601,2024-01-05,C001159,,Cyprus,web,completed,card,77.68,0,77.68
O0015602,2025-08-30,C011243,,Serbia,web,refunded,card,187.6,10.79,176.81
O0015603,2025-07-30,C008294,,Serbia,mobile_app,completed,card,210.93,2.14,208.79
O0015604,2024-08-06,C006208,,Cyprus,web,completed,bank_transfer,125.62,7.44,118.18
O0015605,2025-11-30,C001103,,Serbia,web,completed,card,234.14,14.35,219.79
O0015606,2025-07-02,C004420,,Cyprus,mobile_app,completed,card,175.29,0,175.29
O0015607,2025-10-01,C002816,,Serbia,web,completed,card,243.47,0,243.47
O0015608,2023-10-20,C011433,,Cyprus,web,completed,wallet,14.98,0,14.98
O0015609,2025-09-18,C009018,S005,Serbia,store,completed,card,287.38,5.88,281.5
O0015610,2023-04-10,C006791,,Cyprus,mobile_app,completed,wallet,1084.05,20.98,1063.07
O0015611,2024-02-20,C002988,,Cyprus,web,completed,wallet,799.48,1.4,798.08
O0015612,2025-01-08,C008290,,Cyprus,marketplace,completed,bank_transfer,35.24,0,35.24
O0015613,2024-05-23,C010565,,Serbia,web,completed,card,26.54,0,26.54
O0015614,2025-11-07,C003669,,Cyprus,marketplace,completed,card,713.4,31.34,682.06
O0015615,2023-10-13,C007399,,Serbia,mobile_app,completed,card,421.36,0,421.36
O0015616,2025-09-15,C001466,,Serbia,web,completed,card,38.18,0.83,37.35
O0015617,2025-10-07,C007762,,Serbia,web,completed,card,799.85,0,799.85
O0015618,2024-05-29,C011997,,Serbia,mobile_app,completed,wallet,123.28,0,123.28
O0015619,2024-09-08,C003373,,Serbia,marketplace,completed,bank_transfer,55.1,0,55.1
O0015620,2023-02-22,C002328,,Serbia,web,completed,card,199.18,0,199.18
O0015621,2025-01-27,C004098,,Cyprus,marketplace,completed,card,57.58,0,57.58
O0015622,2025-01-22,C004774,S010,Serbia,store,completed,card,236.52,16.51,220.01
O0015623,2023-11-13,C007538,,Cyprus,web,completed,card,96.25,0,96.25
O0015624,2023-10-15,C008935,S004,Serbia,store,completed,card,272.98,0,272.98
O0015625,2023-04-10,C000329,,Cyprus,mobile_app,completed,card,530.03,0,530.03
O0015626,2023-12-08,C002120,,Serbia,web,cancelled,card,142.82,4.28,138.54
O0015627,2025-12-21,C008025,,Cyprus,web,completed,card,597.35,12.66,584.69
O0015628,2025-12-27,C002880,,Serbia,marketplace,completed,card,215.57,23.71,191.86
O0015629,2024-11-29,C010747,,Cyprus,web,completed,bank_transfer,199.55,0,199.55
O0015630,2024-06-26,C003155,,Cyprus,marketplace,completed,card,156.36,0,156.36
O0015631,2024-01-02,C007733,,Serbia,mobile_app,completed,bank_transfer,555.62,0,555.62
O0015632,2025-01-26,C001108,,Cyprus,web,completed,wallet,162.95,6.6,156.35
O0015633,2025-12-06,C011918,,Cyprus,marketplace,completed,card,164.62,0,164.62
O0015634,2024-12-01,C011452,,Serbia,web,refunded,wallet,119.07,11.47,107.6
O0015635,2024-06-01,C001906,,Cyprus,web,completed,card,314.87,17.3,297.57
O0015636,2025-07-20,C006178,,Cyprus,mobile_app,cancelled,wallet,46.16,0,46.16
O0015637,2024-02-04,C000807,S006,Cyprus,store,completed,cash,106.46,0,106.46
O0015638,2025-02-24,C010534,S013,Cyprus,store,completed,card,543.95,0,543.95
O0015639,2025-09-03,C004736,,Cyprus,web,refunded,card,334.94,3.5,331.44
O0015640,2023-07-26,C003227,,Cyprus,mobile_app,completed,card,127.11,1.7,125.41
O0015641,2024-03-22,C000381,,Cyprus,marketplace,completed,wallet,27.25,1.91,25.34
O0015642,2025-10-20,C005312,,Serbia,mobile_app,completed,card,51.1,3.07,48.03
O0015643,2025-01-12,C002365,,Cyprus,web,completed,card,71.55,0,71.55
O0015644,2024-05-18,C000068,,Serbia,web,completed,card,89.73,0,89.73
O0015645,2023-04-19,C011188,,Serbia,web,completed,wallet,28.18,2.25,25.93
O0015646,2024-09-23,C004416,,Cyprus,web,cancelled,bank_transfer,108.65,2.25,106.4
O0015647,2023-12-13,C001875,,Serbia,web,completed,card,28.55,0,28.55
O0015648,2023-11-17,C002340,S006,Cyprus,store,completed,card,400.6,47.64,352.96
O0015649,2024-12-02,C002744,,Cyprus,mobile_app,completed,card,565.52,11.43,554.09
O0015650,2024-10-05,C011000,,Cyprus,mobile_app,completed,wallet,366.02,0,366.02
O0015651,2025-09-09,C007294,,Cyprus,web,completed,card,17.41,0,17.41
O0015652,2025-01-17,C011468,,Serbia,web,completed,card,80.57,0,80.57
O0015653,2024-04-07,C007824,S007,Cyprus,store,completed,card,306.15,16.4,289.75
O0015654,2024-03-12,C003016,,Serbia,mobile_app,completed,bank_transfer,81.62,0,81.62
O0015655,2025-01-02,C009909,,Serbia,web,completed,card,303.88,27.35,276.53
O0015656,2025-08-17,C003635,,Serbia,web,completed,card,1119.87,85.58,1034.29
O0015657,2024-10-18,C000950,,Serbia,mobile_app,completed,bank_transfer,632.01,0,632.01
O0015658,2024-11-05,C001802,S016,Serbia,store,completed,wallet,112.26,3.37,108.89
O0015659,2025-03-02,C008829,,Serbia,web,completed,card,1069.97,32.96,1037.01
O0015660,2023-08-24,C000783,S005,Serbia,store,completed,card,681.2,47.68,633.52
O0015661,2025-12-18,C004201,,Cyprus,web,completed,card,608.8,0,608.8
O0015662,2025-06-05,C004553,,Cyprus,mobile_app,completed,bank_transfer,512.85,5.79,507.06
O0015663,2023-06-23,C003567,,Serbia,mobile_app,completed,card,397.59,4.12,393.47
O0015664,2023-11-04,C006283,,Cyprus,web,completed,wallet,664.44,6.64,657.8
O0015665,2023-06-09,C006128,,Serbia,web,completed,wallet,770.63,0,770.63
O0015666,2023-07-30,C011198,,Serbia,web,refunded,card,26.06,0,26.06
O0015667,2025-05-29,C008082,,Serbia,web,completed,card,22.84,0.35,22.49
O0015668,2023-11-09,C004696,,Cyprus,mobile_app,completed,card,577.29,17.32,559.97
O0015669,2025-02-07,C009992,,Cyprus,web,completed,card,789.36,6.78,782.58
O0015670,2024-09-29,C011497,,Serbia,mobile_app,completed,card,323.22,7.97,315.25
O0015671,2024-12-24,C000823,,Serbia,web,completed,card,95.98,0,95.98
O0015672,2024-01-08,C000298,,Serbia,marketplace,completed,card,58.97,0,58.97
O0015673,2023-07-25,,,Serbia,mobile_app,refunded,wallet,247.23,0,247.23
O0015674,2023-05-08,C002713,,Cyprus,mobile_app,cancelled,card,282.02,16.67,265.35
O0015675,2024-10-02,C004710,,Cyprus,web,completed,wallet,1021.11,2.17,1018.94
O0015676,2023-11-14,C006469,,Serbia,marketplace,completed,wallet,305.88,28.05,277.83
O0015677,2025-04-10,C008566,S017,Cyprus,store,completed,card,82.85,0,82.85
O0015678,2025-02-20,C006270,,Serbia,mobile_app,completed,card,107.55,0,107.55
O0015679,2023-08-05,C003494,,Cyprus,web,completed,card,1338.25,0,1338.25
O0015680,2025-02-19,C009342,,Cyprus,mobile_app,completed,card,118.86,9.51,109.35
O0015681,2024-05-28,C003918,,Serbia,web,completed,bank_transfer,127.25,7.64,119.61
O0015682,2023-02-14,C008259,,Serbia,marketplace,completed,card,279.64,0,279.64
O0015683,2023-04-08,,S007,Cyprus,store,completed,wallet,176.75,0,176.75
O0015684,2024-04-06,C000986,,Cyprus,marketplace,completed,card,18.98,0,18.98
O0015685,2023-01-16,C005104,S007,Cyprus,store,completed,card,65,1.3,63.7
O0015686,2024-02-29,C005863,,Serbia,mobile_app,completed,card,117.94,2.27,115.67
O0015687,2024-10-31,C001866,S001,Cyprus,store,completed,card,477.18,8.21,468.97
O0015688,2025-06-23,C008745,,Cyprus,web,completed,card,28.88,0,28.88
O0015689,2024-04-13,C010220,,Cyprus,web,refunded,wallet,88.06,2.7,85.36
O0015690,2024-04-28,C011330,,Cyprus,mobile_app,completed,bank_transfer,12.68,0.76,11.92
O0015691,2023-12-02,C011004,,Serbia,marketplace,completed,card,531,5.04,525.96
O0015692,2023-12-27,C006606,,Cyprus,web,cancelled,card,554.68,0,554.68
O0015693,2024-09-20,,,Serbia,web,completed,wallet,8.29,0,8.29
O0015694,2023-04-10,C003728,,Cyprus,web,completed,card,90.17,0.51,89.66
O0015695,2023-03-26,C003908,,Cyprus,web,completed,bank_transfer,82.58,3.9,78.68
O0015696,2023-02-03,C008438,,Cyprus,marketplace,completed,card,796.08,0,796.08
O0015697,2025-01-27,C005148,,Cyprus,web,completed,card,324.55,0,324.55
O0015698,2024-01-02,C004099,S012,Serbia,store,completed,cash,994.71,1.23,993.48
O0015699,2025-10-13,C005608,,Serbia,web,completed,card,20.55,0,20.55
O0015700,2023-09-26,C007271,,Serbia,mobile_app,completed,wallet,35.94,0,35.94
O0015701,2024-03-14,C009884,S010,Serbia,store,completed,wallet,228.83,16.02,212.81
O0015702,2023-11-09,C009691,S005,Serbia,store,completed,card,13.37,0,13.37
O0015703,2025-04-04,C008705,,Serbia,web,completed,card,1366.26,136.63,1229.63
O0015704,2023-08-30,C003445,S007,Cyprus,store,completed,cash,114.78,2.13,112.65
O0015705,2024-01-15,C003423,,Serbia,mobile_app,completed,wallet,158.24,0,158.24
O0015706,2023-10-22,C001543,S009,Cyprus,store,completed,card,79.92,2.62,77.3
O0015707,2025-09-12,C006444,,Cyprus,web,cancelled,card,16.1,0,16.1
O0015708,2023-02-20,C006399,,Serbia,web,completed,card,74.67,0,74.67
O0015709,2023-10-27,C004682,,Serbia,marketplace,completed,card,38.52,0,38.52
O0015710,2025-04-17,C006777,,Cyprus,web,completed,wallet,203.73,4.82,198.91
O0015711,2025-09-25,C001042,,Serbia,mobile_app,refunded,card,223.39,15.64,207.75
O0015712,2024-08-10,C006351,S001,Cyprus,store,completed,card,119.19,0,119.19
O0015713,2024-09-23,C011417,,Serbia,web,completed,bank_transfer,44.26,0,44.26
O0015714,2023-07-09,C004252,S005,Serbia,store,completed,card,1364.21,33.06,1331.15
O0015715,2023-04-23,C003620,,Cyprus,marketplace,completed,card,554.71,0,554.71
O0015716,2025-02-12,C008196,,Cyprus,marketplace,completed,bank_transfer,124.31,11.19,113.12
O0015717,2025-10-28,C005389,,Cyprus,mobile_app,completed,card,23.84,2.38,21.46
O0015718,2023-12-01,C001783,,Cyprus,mobile_app,completed,card,117.9,3.21,114.69
O0015719,2025-11-25,C009178,S002,Serbia,store,completed,cash,210.4,37.87,172.53
O0015720,2024-06-10,C001547,S005,Serbia,store,completed,card,9.34,0,9.34
O0015721,2025-11-01,C005664,,Cyprus,web,completed,card,1287.18,0,1287.18
O0015722,2024-12-15,C001924,,Serbia,web,completed,card,419.94,0,419.94
O0015723,2023-11-17,C003472,S001,Cyprus,store,completed,cash,743.68,27.14,716.54
O0015724,2025-10-11,C000352,,Serbia,marketplace,cancelled,card,359.85,0,359.85
O0015725,2024-08-20,C004086,,Serbia,web,completed,card,817.79,0,817.79
O0015726,2025-11-14,C003449,S002,Serbia,store,completed,card,99.9,0,99.9
O0015727,2024-05-21,C007527,,Serbia,marketplace,completed,card,19.62,0,19.62
O0015728,2023-05-27,C004329,,Cyprus,marketplace,completed,bank_transfer,431.96,13.32,418.64
O0015729,2024-04-22,C005117,,Serbia,web,completed,card,159.15,0.5,158.65
O0015730,2024-06-30,C006630,S007,Cyprus,store,completed,cash,103.29,0,103.29
O0015731,2023-07-16,C009688,,Serbia,mobile_app,completed,card,91.02,7.28,83.74
O0015732,2025-05-08,C009515,,Cyprus,web,completed,card,66.84,4.01,62.83
O0015733,2024-06-06,,,Cyprus,web,completed,card,179.39,0,179.39
O0015734,2024-10-07,C001408,,Serbia,mobile_app,completed,card,70.11,5.61,64.5
O0015735,2025-02-10,C002991,S005,Serbia,store,completed,cash,115.26,10.37,104.89
O0015736,2024-08-03,C000717,,Serbia,mobile_app,completed,bank_transfer,83.63,0,83.63
O0015737,2025-01-10,C005825,,Serbia,web,completed,card,226.38,0,226.38
O0015738,2023-02-12,C006981,S008,Cyprus,store,completed,card,77.39,5.66,71.73
O0015739,2023-10-04,C008964,,Cyprus,web,completed,bank_transfer,221.28,0,221.28
O0015740,2025-07-22,C007176,,Serbia,mobile_app,completed,card,174.19,3.3,170.89
O0015741,2025-03-08,C000009,S010,Serbia,store,completed,cash,74.35,1.49,72.86
O0015742,2025-09-21,C007721,,Serbia,web,completed,card,79.7,7.97,71.73
O0015743,2025-02-01,C002785,,Cyprus,web,completed,wallet,68.12,0,68.12
O0015744,2025-11-23,C006609,,Serbia,web,completed,card,558.98,0,558.98
O0015745,2024-06-27,C010529,,Cyprus,mobile_app,completed,card,57.59,0,57.59
O0015746,2025-10-21,C001570,S016,Serbia,store,completed,card,9.17,0.37,8.8
O0015747,2024-03-21,C006921,,Serbia,web,completed,card,1518.84,57.79,1461.05
O0015748,2024-01-30,C010973,,Cyprus,mobile_app,completed,wallet,173.4,0,173.4
O0015749,2025-11-07,,S005,Serbia,store,refunded,card,15.11,0,15.11
O0015750,2023-02-15,C009172,,Cyprus,web,completed,card,36.72,1.1,35.62
O0015751,2024-11-16,C005621,S011,Cyprus,store,cancelled,card,96.52,1.93,94.59
O0015752,2024-05-11,C005933,,Serbia,mobile_app,completed,card,577.67,34.66,543.01
O0015753,2023-11-04,C011281,,Serbia,web,completed,card,501.46,9.12,492.34
O0015754,2024-04-18,C000663,S007,Cyprus,store,completed,card,256.74,0,256.74
O0015755,2025-12-25,C005626,,Serbia,mobile_app,completed,card,102.56,5.69,96.87
O0015756,2024-12-15,C007227,,Serbia,marketplace,completed,card,73.02,7.3,65.72
O0015757,2025-02-10,C010735,S005,Serbia,store,refunded,cash,9.87,0,9.87
O0015758,2023-12-26,C004667,,Serbia,marketplace,completed,bank_transfer,228.39,12.43,215.96
O0015759,2024-02-10,C002287,,Serbia,web,completed,card,427.86,0,427.86
O0015760,2025-06-15,C011757,S007,Cyprus,store,completed,cash,255.52,5.11,250.41
O0015761,2025-01-15,C010516,,Cyprus,web,completed,card,101.27,6.54,94.73
O0015762,2023-02-12,C005279,,Serbia,web,completed,card,62,0,62
O0015763,2023-11-06,C006612,,Serbia,web,completed,card,132.78,3.18,129.6
