order_item_id,order_id,product_id,quantity,unit_price_eur,discount_pct,line_net_amount_eur
I00022826,O0011520,P0237,1,52.44,0,52.44
I00022827,O0011520,P0223,1,83.53,0,83.53
I00022828,O0011520,P0212,1,83.34,0.07,77.51
I00022829,O0011521,P0042,2,17.57,0.1,31.63
I00022830,O0011521,P0132,1,259.24,0.12,228.13
I00022831,O0011522,P0153,1,46.7,0,46.7
I00022832,O0011522,P0232,1,11.6,0,11.6
I00022833,O0011522,P0096,1,101.35,0,101.35
I00022834,O0011523,P0127,1,11.35,0,11.35
I00022835,O0011523,P0060,1,10.6,0.18,8.69
I00022836,O0011524,P0170,1,77.2,0.01,76.43
I00022837,O0011524,P0139,2,132.65,0,265.3
I00022838,O0011524,P0232,1,11.52,0,11.52
I00022839,O0011525,P0116,1,70.45,0,70.45
I00022840,O0011526,P0200,1,194,0,194
I00022841,O0011526,P0224,1,35.47,0.07,32.99
I00022842,O0011526,P0155,1,27.85,0,27.85
I00022843,O0011527,P0094,1,44.82,0,44.82
I00022844,O0011528,P0126,1,202.27,0.1,182.04
I00022845,O0011528,P0044,1,38.13,0.08,35.08
I00022846,O0011529,P0217,1,4.2,0,4.2
I00022847,O0011529,P0233,1,88.87,0,88.87
I00022848,O0011530,P0217,2,4.23,0,8.46
I00022849,O0011530,P0101,1,19.95,0,19.95
I00022850,O0011531,P0036,3,119.38,0,358.14
I00022851,O0011532,P0133,1,27.01,0.12,23.77
I00022852,O0011533,P0102,1,210.4,0,210.4
I00022853,O0011533,P0160,1,55.18,0.04,52.97
I00022854,O0011534,P0192,1,27.09,0,27.09
I00022855,O0011535,P0050,1,181.87,0.02,178.23
I00022856,O0011535,P0106,1,601.63,0,601.63
I00022857,O0011536,P0190,1,54.66,0.07,50.83
I00022858,O0011537,P0023,1,75.44,0,75.44
I00022859,O0011538,P0175,1,140.69,0.03,136.47
I00022860,O0011538,P0234,1,402.46,0,402.46
I00022861,O0011539,P0239,2,21.17,0,42.34
I00022862,O0011540,P0042,1,17.12,0,17.12
I00022863,O0011541,P0174,2,42.17,0.11,75.06
I00022864,O0011542,P0104,1,20.37,0,20.37
I00022865,O0011542,P0148,1,74.31,0,74.31
I00022866,O0011543,P0034,1,28.06,0,28.06
I00022867,O0011544,P0228,2,61.14,0,122.28
I00022868,O0011544,P0148,1,75.97,0,75.97
I00022869,O0011544,P0002,1,172.23,0.01,170.51
I00022870,O0011545,P0206,1,55.99,0,55.99
I00022871,O0011545,P0143,1,73.62,0,73.62
I00022872,O0011545,P0017,2,193.06,0,386.12
I00022873,O0011545,P0196,1,119.87,0.04,115.08
I00022874,O0011546,P0214,1,38.5,0,38.5
I00022875,O0011546,P0083,1,78.44,0,78.44
I00022876,O0011547,P0224,3,34.63,0,103.89
I00022877,O0011547,P0010,1,83.9,0,83.9
I00022878,O0011547,P0116,1,70.85,0.04,68.02
I00022879,O0011547,P0165,1,40.01,0.03,38.81
I00022880,O0011547,P0236,1,236.96,0,236.96
I00022881,O0011547,P0233,1,88.87,0,88.87
I00022882,O0011548,P0136,1,63.98,0,63.98
I00022883,O0011548,P0129,1,22.69,0.01,22.46
I00022884,O0011549,P0059,1,206.58,0,206.58
I00022885,O0011549,P0048,1,31.65,0,31.65
I00022886,O0011550,P0168,2,76.34,0,152.68
I00022887,O0011551,P0153,1,46.94,0,46.94
I00022888,O0011551,P0014,1,249.16,0.05,236.7
I00022889,O0011552,P0070,1,80.4,0.03,77.99
I00022890,O0011553,P0080,1,60.07,0,60.07
I00022891,O0011554,P0034,1,28.36,0.04,27.23
I00022892,O0011554,P0121,1,87.85,0.09,79.94
I00022893,O0011555,P0055,1,101.09,0.04,97.05
I00022894,O0011555,P0031,1,280.85,0,280.85
I00022895,O0011556,P0181,1,251.4,0,251.4
I00022896,O0011556,P0113,1,438.23,0,438.23
I00022897,O0011557,P0219,1,172.96,0,172.96
I00022898,O0011558,P0225,1,57.54,0,57.54
I00022899,O0011559,P0178,1,3.61,0,3.61
I00022900,O0011560,P0017,1,194.57,0.08,179
I00022901,O0011561,P0230,3,231.51,0.03,673.69
I00022902,O0011561,P0158,1,16.07,0,16.07
I00022903,O0011561,P0218,1,18.31,0,18.31
I00022904,O0011562,P0215,1,213.1,0.01,210.97
I00022905,O0011562,P0164,2,68.68,0,137.36
I00022906,O0011563,P0193,1,53.8,0,53.8
I00022907,O0011564,P0187,1,235.55,0.03,228.48
I00022908,O0011564,P0129,2,22.5,0.13,39.15
I00022909,O0011564,P0197,1,12.77,0.17,10.6
I00022910,O0011564,P0127,1,11.45,0,11.45
I00022911,O0011565,P0067,1,166.11,0,166.11
I00022912,O0011565,P0049,3,79.6,0,238.8
I00022913,O0011565,P0003,1,66.22,0,66.22
I00022914,O0011566,P0192,1,27.14,0,27.14
I00022915,O0011567,P0129,1,23.29,0.08,21.43
I00022916,O0011567,P0054,1,765.94,0,765.94
I00022917,O0011568,P0029,1,24.1,0,24.1
I00022918,O0011568,P0134,1,325.95,0.01,322.69
I00022919,O0011568,P0006,1,100.04,0,100.04
I00022920,O0011569,P0094,1,45.58,0,45.58
I00022921,O0011570,P0080,1,58.91,0.04,56.55
I00022922,O0011570,P0005,1,88.35,0,88.35
I00022923,O0011570,P0069,1,78.17,0,78.17
I00022924,O0011570,P0134,1,335.31,0,335.31
I00022925,O0011571,P0051,1,41.15,0.07,38.27
I00022926,O0011572,P0148,1,76.04,0.12,66.92
I00022927,O0011573,P0155,1,27.78,0,27.78
I00022928,O0011573,P0146,1,34.46,0.07,32.05
I00022929,O0011573,P0109,1,83.24,0,83.24
I00022930,O0011574,P0069,1,79.99,0.08,73.59
I00022931,O0011574,P0061,1,20.14,0.05,19.13
I00022932,O0011574,P0182,1,128.45,0.07,119.46
I00022933,O0011575,P0114,1,114.77,0,114.77
I00022934,O0011575,P0157,1,86.56,0,86.56
I00022935,O0011576,P0102,1,221.71,0.09,201.76
I00022936,O0011576,P0140,1,13.45,0.09,12.24
I00022937,O0011577,P0090,1,25.77,0,25.77
I00022938,O0011577,P0025,1,16.79,0.05,15.95
I00022939,O0011578,P0210,1,48.48,0.05,46.06
I00022940,O0011578,P0057,1,36.58,0,36.58
I00022941,O0011579,P0157,3,88.8,0,266.4
I00022942,O0011579,P0187,1,238.56,0.08,219.48
I00022943,O0011580,P0175,1,144.22,0,144.22
I00022944,O0011580,P0007,3,94.55,0,283.65
I00022945,O0011580,P0134,2,327.91,0.05,623.03
I00022946,O0011580,P0155,1,29.55,0,29.55
I00022947,O0011580,P0051,1,42.37,0.07,39.4
I00022948,O0011580,P0012,1,180.04,0,180.04
I00022949,O0011581,P0079,1,21.67,0,21.67
I00022950,O0011582,P0096,1,97.54,0,97.54
I00022951,O0011582,P0163,1,130,0,130
I00022952,O0011583,P0183,1,12.18,0,12.18
I00022953,O0011583,P0092,1,7.51,0.06,7.06
I00022954,O0011583,P0240,1,101.59,0,101.59
I00022955,O0011584,P0174,2,42.54,0,85.08
I00022956,O0011584,P0027,1,87.28,0,87.28
I00022957,O0011584,P0159,1,104.54,0,104.54
I00022958,O0011585,P0185,1,29.37,0.08,27.02
I00022959,O0011586,P0118,1,244.1,0,244.1
I00022960,O0011587,P0209,1,69.76,0.08,64.18
I00022961,O0011588,P0189,2,40.67,0,81.34
I00022962,O0011588,P0067,1,166.68,0,166.68
I00022963,O0011589,P0025,2,17.39,0.05,33.04
I00022964,O0011590,P0212,2,81.35,0.06,152.94
I00022965,O0011591,P0143,1,71.8,0.09,65.34
I00022966,O0011592,P0137,3,743.4,0,2230.2
I00022967,O0011593,P0018,1,10.24,0.02,10.04
I00022968,O0011593,P0211,2,269.7,0.09,490.85
I00022969,O0011593,P0225,1,57.75,0,57.75
I00022970,O0011594,P0078,1,86.41,0.02,84.68
I00022971,O0011595,P0172,2,80.58,0,161.16
I00022972,O0011595,P0158,1,16.16,0.07,15.03
I00022973,O0011596,P0121,1,90.41,0,90.41
I00022974,O0011596,P0140,1,14.23,0,14.23
I00022975,O0011597,P0033,3,161.6,0.12,426.62
I00022976,O0011597,P0174,2,44.45,0,88.9
I00022977,O0011597,P0093,4,55.4,0.12,195.01
I00022978,O0011598,P0101,1,20.74,0.18,17.01
I00022979,O0011598,P0213,1,103.01,0.09,93.74
I00022980,O0011598,P0009,1,63.61,0,63.61
I00022981,O0011599,P0038,1,71.35,0,71.35
I00022982,O0011600,P0233,1,91.26,0,91.26
I00022983,O0011600,P0061,1,21.26,0,21.26
I00022984,O0011601,P0113,1,441.23,0,441.23
I00022985,O0011602,P0092,2,7.54,0.07,14.02
I00022986,O0011602,P0021,1,6.88,0.06,6.47
I00022987,O0011603,P0184,1,95.94,0.02,94.02
I00022988,O0011604,P0207,2,78.96,0.1,142.13
I00022989,O0011605,P0236,1,240.11,0.15,204.09
I00022990,O0011606,P0209,1,69.98,0,69.98
I00022991,O0011606,P0052,1,485.34,0.03,470.78
I00022992,O0011606,P0124,1,15.39,0.09,14
I00022993,O0011606,P0120,1,9.71,0.08,8.93
I00022994,O0011606,P0092,4,7.51,0,30.04
I00022995,O0011607,P0109,1,83.91,0,83.91
I00022996,O0011607,P0170,2,78.54,0.05,149.23
I00022997,O0011607,P0038,1,68.72,0,68.72
I00022998,O0011608,P0059,1,204.22,0.07,189.92
I00022999,O0011608,P0170,2,76.79,0,153.58
I00023000,O0011608,P0034,1,27.02,0.05,25.67
I00023001,O0011609,P0130,1,103.35,0.01,102.32
I00023002,O0011609,P0131,1,6.73,0,6.73
I00023003,O0011609,P0155,1,28.22,0,28.22
I00023004,O0011610,P0143,1,70.18,0,70.18
I00023005,O0011610,P0103,1,104.68,0,104.68
I00023006,O0011610,P0167,1,56.76,0.02,55.62
I00023007,O0011611,P0229,1,29.52,0.05,28.04
I00023008,O0011612,P0117,1,43.11,0.06,40.52
I00023009,O0011613,P0097,1,9.3,0.03,9.02
I00023010,O0011613,P0146,1,34.23,0,34.23
I00023011,O0011613,P0016,1,96.34,0.06,90.56
I00023012,O0011613,P0115,1,70.11,0.02,68.71
I00023013,O0011613,P0195,1,542.88,0,542.88
I00023014,O0011613,P0233,1,91.52,0,91.52
I00023015,O0011614,P0150,1,81.64,0,81.64
I00023016,O0011615,P0036,1,114.13,0.04,109.56
I00023017,O0011615,P0106,1,570.03,0,570.03
I00023018,O0011615,P0196,1,120.4,0,120.4
I00023019,O0011616,P0067,1,171.93,0,171.93
I00023020,O0011617,P0014,1,252.47,0,252.47
I00023021,O0011618,P0071,1,107.61,0.01,106.53
I00023022,O0011618,P0089,2,11.88,0,23.76
I00023023,O0011618,P0183,1,12.67,0,12.67
I00023024,O0011619,P0070,1,79.39,0,79.39
I00023025,O0011620,P0173,1,123.22,0.17,102.27
I00023026,O0011621,P0102,1,213.57,0.03,207.16
I00023027,O0011622,P0112,1,104.74,0,104.74
I00023028,O0011622,P0109,1,84.18,0.08,77.45
I00023029,O0011622,P0205,1,106.45,0,106.45
I00023030,O0011623,P0100,2,1.66,0.07,3.09
I00023031,O0011623,P0202,1,45.49,0,45.49
I00023032,O0011623,P0094,2,43.56,0.06,81.89
I00023033,O0011623,P0134,2,339.51,0,679.02
I00023034,O0011624,P0099,1,110.53,0,110.53
I00023035,O0011624,P0161,1,68.75,0,68.75
I00023036,O0011624,P0112,1,106.95,0.03,103.74
I00023037,O0011625,P0192,1,26.77,0,26.77
I00023038,O0011626,P0125,1,85.88,0,85.88
I00023039,O0011626,P0064,1,66.8,0,66.8
I00023040,O0011626,P0094,1,44.58,0.02,43.69
I00023041,O0011626,P0075,1,12.7,0,12.7
I00023042,O0011627,P0113,1,420.05,0.09,382.25
I00023043,O0011628,P0062,3,5.09,0,15.27
I00023044,O0011628,P0232,1,11.28,0,11.28
I00023045,O0011629,P0038,1,71.66,0.15,60.91
I00023046,O0011629,P0078,1,83.88,0,83.88
I00023047,O0011630,P0048,1,30.36,0,30.36
I00023048,O0011630,P0059,1,216.33,0,216.33
I00023049,O0011630,P0238,1,77.97,0,77.97
I00023050,O0011631,P0122,2,401.06,0.07,745.97
I00023051,O0011631,P0115,1,75,0.01,74.25
I00023052,O0011632,P0042,1,17.17,0,17.17
I00023053,O0011633,P0080,1,56.47,0,56.47
I00023054,O0011633,P0236,1,235.04,0.03,227.99
I00023055,O0011633,P0196,1,117.19,0,117.19
I00023056,O0011633,P0208,1,62.28,0,62.28
I00023057,O0011634,P0232,1,11.2,0,11.2
I00023058,O0011634,P0067,1,170.17,0.14,146.35
I00023059,O0011634,P0168,1,72.95,0.1,65.65
I00023060,O0011634,P0113,2,416.54,0,833.08
I00023061,O0011635,P0058,2,39.62,0,79.24
I00023062,O0011635,P0092,2,7.7,0,15.4
I00023063,O0011636,P0032,1,52.05,0.06,48.93
I00023064,O0011636,P0158,3,15.93,0.06,44.92
I00023065,O0011636,P0061,2,21.02,0.02,41.2
I00023066,O0011637,P0019,1,372.32,0.01,368.6
I00023067,O0011638,P0017,1,182.39,0,182.39
I00023068,O0011638,P0022,1,60.21,0.08,55.39
I00023069,O0011638,P0198,1,61.13,0.04,58.68
I00023070,O0011639,P0235,1,725.57,0,725.57
I00023071,O0011639,P0211,1,262.41,0,262.41
I00023072,O0011639,P0221,1,5.59,0,5.59
I00023073,O0011640,P0032,1,52.78,0,52.78
I00023074,O0011640,P0195,1,540.76,0.09,492.09
I00023075,O0011641,P0008,1,41.71,0,41.71
I00023076,O0011641,P0116,1,72.51,0,72.51
I00023077,O0011642,P0120,1,10.12,0.09,9.21
I00023078,O0011642,P0191,1,72.6,0,72.6
I00023079,O0011642,P0047,1,8.63,0,8.63
I00023080,O0011643,P0006,1,100.86,0.06,94.81
I00023081,O0011643,P0022,1,60.64,0,60.64
I00023082,O0011644,P0005,1,89.33,0.09,81.29
I00023083,O0011644,P0168,1,74.4,0,74.4
I00023084,O0011645,P0042,2,16.65,0,33.3
I00023085,O0011646,P0136,2,61.79,0.16,103.81
I00023086,O0011647,P0083,1,79.24,0.03,76.86
I00023087,O0011648,P0004,1,41.08,0,41.08
I00023088,O0011649,P0021,1,6.68,0,6.68
I00023089,O0011649,P0129,1,23.21,0.07,21.59
I00023090,O0011649,P0078,1,83.37,0,83.37
I00023091,O0011650,P0152,1,402.58,0,402.58
I00023092,O0011650,P0122,1,428.36,0,428.36
I00023093,O0011650,P0103,1,97.74,0,97.74
I00023094,O0011650,P0204,1,219.46,0,219.46
I00023095,O0011651,P0163,3,128.19,0,384.57
I00023096,O0011651,P0171,1,13.09,0,13.09
I00023097,O0011652,P0113,2,417.94,0.06,785.73
I00023098,O0011652,P0085,1,266.12,0,266.12
I00023099,O0011652,P0161,2,70.09,0,140.18
I00023100,O0011653,P0057,1,36.68,0.1,33.01
I00023101,O0011653,P0100,2,1.65,0.05,3.13
I00023102,O0011654,P0084,1,37.67,0,37.67
I00023103,O0011655,P0054,1,795.67,0,795.67
I00023104,O0011655,P0196,1,122.53,0.07,113.95
I00023105,O0011655,P0121,1,90.21,0.01,89.31
I00023106,O0011656,P0137,1,751.56,0,751.56
I00023107,O0011656,P0053,1,9.7,0.09,8.83
I00023108,O0011656,P0148,1,76.36,0,76.36
I00023109,O0011657,P0158,1,16.27,0.06,15.29
I00023110,O0011657,P0130,2,108.36,0.09,197.22
I00023111,O0011658,P0098,1,643.22,0,643.22
I00023112,O0011659,P0031,1,270.7,0,270.7
I00023113,O0011660,P0187,1,224.65,0.16,188.71
I00023114,O0011660,P0091,2,46.16,0.09,84.01
I00023115,O0011660,P0081,1,9.96,0.16,8.37
I00023116,O0011661,P0099,2,107.73,0,215.46
I00023117,O0011661,P0088,2,64.13,0.07,119.28
I00023118,O0011662,P0186,1,56.74,0,56.74
I00023119,O0011662,P0183,1,12.07,0.09,10.98
I00023120,O0011662,P0195,3,544.19,0,1632.57
I00023121,O0011663,P0235,1,738.3,0.18,605.41
I00023122,O0011664,P0078,1,84.48,0.04,81.1
I00023123,O0011664,P0020,1,38.59,0.01,38.2
I00023124,O0011664,P0004,2,41.67,0.06,78.34
I00023125,O0011665,P0067,1,169.61,0.07,157.74
I00023126,O0011665,P0064,2,64.19,0,128.38
I00023127,O0011666,P0020,1,41.09,0,41.09
I00023128,O0011666,P0102,1,218.33,0.02,213.96
I00023129,O0011667,P0116,1,73.81,0.03,71.6
I00023130,O0011667,P0002,1,173.28,0,173.28
I00023131,O0011668,P0228,1,63.81,0.08,58.71
I00023132,O0011668,P0103,1,100.46,0,100.46
I00023133,O0011669,P0102,1,210.28,0.01,208.18
I00023134,O0011669,P0145,1,17.21,0,17.21
I00023135,O0011670,P0198,1,59.06,0.11,52.56
I00023136,O0011670,P0036,1,119.26,0.08,109.72
I00023137,O0011670,P0201,1,8.4,0.05,7.98
I00023138,O0011671,P0138,2,9.61,0.02,18.84
I00023139,O0011672,P0197,2,13.07,0,26.14
I00023140,O0011673,P0207,1,76.87,0,76.87
I00023141,O0011674,P0201,1,8.09,0,8.09
I00023142,O0011675,P0172,1,82.66,0,82.66
I00023143,O0011675,P0140,1,14.24,0,14.24
I00023144,O0011676,P0179,1,365.05,0,365.05
I00023145,O0011677,P0185,1,29.94,0,29.94
I00023146,O0011677,P0075,1,12.32,0,12.32
I00023147,O0011678,P0120,1,10.09,0.09,9.18
I00023148,O0011678,P0114,1,114.63,0.07,106.61
I00023149,O0011679,P0048,1,29.96,0.08,27.56
I00023150,O0011680,P0103,1,98.4,0,98.4
I00023151,O0011680,P0086,1,115.42,0,115.42
I00023152,O0011681,P0125,1,82.71,0,82.71
I00023153,O0011682,P0234,1,422.76,0,422.76
I00023154,O0011682,P0169,1,57.55,0,57.55
I00023155,O0011683,P0149,2,82.54,0,165.08
I00023156,O0011684,P0153,1,47.56,0,47.56
I00023157,O0011684,P0042,4,17.01,0,68.04
I00023158,O0011684,P0157,2,90.76,0,181.52
I00023159,O0011684,P0014,1,250.88,0.13,218.27
I00023160,O0011684,P0116,1,72.72,0,72.72
I00023161,O0011685,P0130,1,105.58,0,105.58
I00023162,O0011686,P0187,1,234.32,0.04,224.95
I00023163,O0011687,P0092,2,7.85,0.03,15.23
I00023164,O0011687,P0118,1,236.21,0,236.21
I00023165,O0011687,P0156,1,26.05,0,26.05
I00023166,O0011688,P0141,1,255.3,0,255.3
I00023167,O0011688,P0147,1,72.24,0,72.24
I00023168,O0011688,P0027,1,87.84,0.03,85.2
I00023169,O0011688,P0147,1,73.66,0.05,69.98
I00023170,O0011688,P0207,1,81.81,0,81.81
I00023171,O0011689,P0087,2,84.2,0,168.4
I00023172,O0011690,P0235,1,709.5,0,709.5
I00023173,O0011690,P0238,2,79.62,0,159.24
I00023174,O0011691,P0092,3,7.98,0,23.94
I00023175,O0011691,P0067,1,168.37,0,168.37
I00023176,O0011691,P0016,1,98.1,0.06,92.21
I00023177,O0011691,P0075,1,12.96,0,12.96
I00023178,O0011691,P0154,1,96.52,0,96.52
I00023179,O0011691,P0141,1,244.41,0,244.41
I00023180,O0011692,P0013,1,9.82,0.09,8.94
I00023181,O0011693,P0103,1,104.07,0.08,95.74
I00023182,O0011693,P0102,2,211.44,0,422.88
I00023183,O0011694,P0075,1,12.4,0.06,11.66
I00023184,O0011695,P0227,1,57.99,0.09,52.77
I00023185,O0011695,P0142,1,140.75,0,140.75
I00023186,O0011695,P0118,2,241.14,0,482.28
I00023187,O0011696,P0040,1,26.28,0,26.28
I00023188,O0011696,P0199,1,236.94,0.08,217.98
I00023189,O0011697,P0116,1,73.93,0.06,69.49
I00023190,O0011698,P0212,1,84.38,0,84.38
I00023191,O0011698,P0116,1,71.71,0,71.71
I00023192,O0011699,P0146,1,33.72,0,33.72
I00023193,O0011699,P0105,1,50.96,0,50.96
I00023194,O0011700,P0055,1,98.98,0,98.98
I00023195,O0011700,P0032,1,54.03,0,54.03
I00023196,O0011701,P0038,1,70.89,0.1,63.8
I00023197,O0011701,P0122,1,401.77,0.14,345.52
I00023198,O0011701,P0121,1,90.28,0.1,81.25
I00023199,O0011702,P0115,1,71.04,0,71.04
I00023200,O0011703,P0092,1,7.69,0,7.69
I00023201,O0011703,P0204,1,213.95,0,213.95
I00023202,O0011704,P0123,1,83.78,0,83.78
I00023203,O0011704,P0085,1,269.74,0.05,256.25
I00023204,O0011705,P0118,1,247.13,0,247.13
I00023205,O0011706,P0100,1,1.61,0,1.61
I00023206,O0011706,P0035,1,26.91,0,26.91
I00023207,O0011706,P0083,1,80.81,0,80.81
I00023208,O0011707,P0162,1,104.38,0.17,86.64
I00023209,O0011708,P0090,1,24.97,0.02,24.47
I00023210,O0011708,P0152,3,376.62,0.09,1028.17
I00023211,O0011709,P0175,1,146.45,0.06,137.66
I00023212,O0011709,P0041,1,86.99,0,86.99
I00023213,O0011709,P0159,1,106.94,0.01,105.87
I00023214,O0011710,P0186,2,57.79,0,115.58
I00023215,O0011710,P0236,1,229.54,0.02,224.95
I00023216,O0011711,P0069,1,80.63,0.05,76.6
I00023217,O0011712,P0231,3,36.89,0.04,106.24
I00023218,O0011712,P0019,1,374.26,0.04,359.29
I00023219,O0011712,P0163,1,134.84,0.06,126.75
I00023220,O0011712,P0172,1,77.1,0.07,71.7
I00023221,O0011713,P0170,2,76.83,0.17,127.54
I00023222,O0011713,P0070,1,84.85,0.05,80.61
I00023223,O0011713,P0205,2,104.56,0.05,198.66
I00023224,O0011713,P0212,1,83.06,0,83.06
I00023225,O0011713,P0197,1,13.18,0,13.18
I00023226,O0011713,P0047,1,8.79,0.16,7.38
I00023227,O0011714,P0040,3,26.4,0,79.2
I00023228,O0011715,P0219,1,179.66,0,179.66
I00023229,O0011716,P0008,1,41.59,0,41.59
I00023230,O0011717,P0170,1,79.02,0.05,75.07
I00023231,O0011717,P0051,1,42.66,0.06,40.1
I00023232,O0011717,P0198,2,59.98,0,119.96
I00023233,O0011718,P0237,1,53.61,0,53.61
I00023234,O0011718,P0025,1,16.49,0.14,14.18
I00023235,O0011718,P0105,1,51.69,0,51.69
I00023236,O0011719,P0077,1,131.28,0,131.28
I00023237,O0011719,P0102,1,220.31,0,220.31
I00023238,O0011719,P0067,1,175.11,0.04,168.11
I00023239,O0011719,P0138,1,9.5,0,9.5
I00023240,O0011719,P0193,1,54.05,0,54.05
I00023241,O0011719,P0072,2,36.49,0.08,67.14
I00023242,O0011720,P0217,1,4,0.04,3.84
I00023243,O0011720,P0043,1,7.97,0.03,7.73
I00023244,O0011721,P0108,1,287.81,0,287.81
I00023245,O0011721,P0048,1,31.98,0.09,29.1
I00023246,O0011722,P0142,1,137.11,0.01,135.74
I00023247,O0011722,P0207,1,77.67,0,77.67
I00023248,O0011722,P0224,4,35.63,0.06,133.97
I00023249,O0011722,P0186,2,59.5,0,119
I00023250,O0011722,P0033,2,168.09,0,336.18
I00023251,O0011722,P0026,1,26.03,0,26.03
I00023252,O0011723,P0190,1,53.34,0,53.34
I00023253,O0011723,P0132,2,251.72,0,503.44
I00023254,O0011723,P0084,1,36.62,0.06,34.42
I00023255,O0011724,P0227,1,60.73,0.08,55.87
I00023256,O0011725,P0100,1,1.65,0.02,1.62
I00023257,O0011726,P0085,1,253.06,0.07,235.35
I00023258,O0011726,P0034,1,28.13,0.09,25.6
I00023259,O0011726,P0217,2,4.19,0.02,8.21
I00023260,O0011726,P0058,1,37.87,0.04,36.36
I00023261,O0011727,P0115,1,72.45,0,72.45
I00023262,O0011728,P0045,1,61.59,0.05,58.51
I00023263,O0011729,P0023,2,74.34,0.08,136.79
I00023264,O0011730,P0050,1,187.33,0,187.33
I00023265,O0011730,P0143,1,69.45,0,69.45
I00023266,O0011730,P0188,1,57.67,0.02,56.52
I00023267,O0011730,P0107,1,11.56,0,11.56
I00023268,O0011730,P0075,1,12.61,0,12.61
I00023269,O0011731,P0163,2,129.68,0,259.36
I00023270,O0011732,P0189,1,39.03,0,39.03
I00023271,O0011733,P0026,1,26.47,0,26.47
I00023272,O0011733,P0182,1,122.83,0.08,113
I00023273,O0011734,P0119,1,56.29,0,56.29
I00023274,O0011735,P0089,1,11.85,0,11.85
I00023275,O0011735,P0078,1,83.39,0,83.39
I00023276,O0011735,P0216,3,57.85,0,173.55
I00023277,O0011736,P0159,1,104.47,0.03,101.34
I00023278,O0011737,P0066,1,186.68,0,186.68
I00023279,O0011738,P0010,2,82.67,0.11,147.15
I00023280,O0011738,P0107,1,11.36,0.1,10.22
I00023281,O0011738,P0004,1,39.07,0.06,36.73
I00023282,O0011738,P0112,2,107.33,0.01,212.51
I00023283,O0011739,P0085,1,250.97,0,250.97
I00023284,O0011739,P0081,1,9.97,0.06,9.37
I00023285,O0011739,P0189,1,41.01,0.02,40.19
I00023286,O0011740,P0096,1,93.95,0,93.95
I00023287,O0011740,P0170,1,79.02,0,79.02
I00023288,O0011741,P0021,1,6.89,0,6.89
I00023289,O0011742,P0096,1,98.78,0,98.78
I00023290,O0011743,P0087,1,82.65,0,82.65
I00023291,O0011744,P0190,1,54.62,0,54.62
I00023292,O0011745,P0140,1,13.81,0,13.81
I00023293,O0011745,P0136,1,63.38,0,63.38
I00023294,O0011746,P0141,1,252.49,0,252.49
I00023295,O0011746,P0201,2,8.01,0.09,14.58
I00023296,O0011746,P0129,1,23.47,0.06,22.06
I00023297,O0011746,P0009,1,64.97,0,64.97
I00023298,O0011746,P0158,1,15.51,0,15.51
I00023299,O0011747,P0010,1,85.46,0,85.46
I00023300,O0011747,P0234,1,422.83,0,422.83
I00023301,O0011747,P0202,1,45.92,0,45.92
I00023302,O0011747,P0237,1,54.46,0.01,53.92
I00023303,O0011748,P0234,1,417.11,0,417.11
I00023304,O0011749,P0130,1,103.13,0,103.13
I00023305,O0011750,P0006,3,101,0.07,281.79
I00023306,O0011750,P0204,1,215.41,0.03,208.95
I00023307,O0011750,P0096,2,96.43,0.09,175.5
I00023308,O0011751,P0075,1,12.97,0.05,12.32
I00023309,O0011751,P0087,1,83.96,0.1,75.56
I00023310,O0011752,P0062,2,5.08,0.04,9.75
I00023311,O0011752,P0153,1,48.38,0.02,47.41
I00023312,O0011752,P0118,1,241.8,0.01,239.38
I00023313,O0011753,P0039,1,17.3,0.06,16.26
I00023314,O0011753,P0144,1,536.15,0,536.15
I00023315,O0011754,P0208,1,63.11,0,63.11
I00023316,O0011755,P0166,1,555.5,0,555.5
I00023317,O0011755,P0024,1,98.03,0.17,81.36
I00023318,O0011755,P0105,1,51.81,0.04,49.74
I00023319,O0011755,P0133,1,28.56,0.01,28.27
I00023320,O0011755,P0092,1,7.72,0.12,6.79
I00023321,O0011755,P0228,1,64.06,0.05,60.86
I00023322,O0011756,P0173,1,125.65,0.11,111.83
I00023323,O0011757,P0120,1,10.24,0,10.24
I00023324,O0011757,P0005,2,88.85,0.06,167.04
I00023325,O0011758,P0190,1,55.72,0,55.72
I00023326,O0011759,P0019,1,381.15,0.08,350.66
I00023327,O0011760,P0158,1,16.49,0,16.49
I00023328,O0011760,P0114,1,115.45,0,115.45
I00023329,O0011760,P0176,1,219.62,0.07,204.25
I00023330,O0011760,P0225,1,53.55,0,53.55
I00023331,O0011761,P0045,1,62.03,0,62.03
I00023332,O0011762,P0026,1,26.26,0,26.26
I00023333,O0011763,P0177,1,80.58,0.09,73.33
I00023334,O0011763,P0169,1,56.85,0.09,51.73
I00023335,O0011764,P0153,2,45.84,0,91.68
I00023336,O0011765,P0209,1,70.94,0,70.94
I00023337,O0011766,P0114,1,120.63,0.1,108.57
I00023338,O0011766,P0090,3,25.66,0,76.98
I00023339,O0011767,P0018,1,9.95,0,9.95
I00023340,O0011767,P0209,1,74.21,0.1,66.79
I00023341,O0011768,P0238,1,76.84,0,76.84
I00023342,O0011768,P0232,1,11.29,0.04,10.84
I00023343,O0011768,P0156,1,25.98,0,25.98
I00023344,O0011768,P0224,1,35.22,0,35.22
I00023345,O0011769,P0086,2,120.72,0,241.44
