return_id,order_id,order_item_id,return_date,return_reason,refund_amount_eur,return_status
R0001120,O0015757,I00031204,2025-03-04,late_delivery,4.93,approved
R0001121,O0015787,I00031271,2026-01-04,not_as_expected,494.35,approved
R0001122,O0015796,I00031293,2025-04-29,damaged,5.47,approved
R0001123,O0015805,I00031313,2024-05-19,damaged,53.61,approved
R0001124,O0015825,I00031351,2023-06-04,wrong_size,743.82,approved
R0001125,O0015826,I00031354,2026-01-15,changed_mind,62.01,approved
R0001126,O0015859,I00031426,2024-11-30,changed_mind,222.07,approved
R0001127,O0015872,I00031458,2024-01-27,changed_mind,53.58,approved
R0001128,O0015875,I00031465,2025-06-04,wrong_size,23.85,approved
R0001129,O0015894,I00031493,2024-04-18,not_as_expected,33.8,approved
R0001130,O0015899,I00031499,2024-12-14,changed_mind,378.35,approved
R0001131,O0015927,I00031557,2024-07-25,not_as_expected,26.62,approved
R0001132,O0015935,I00031572,2023-08-05,changed_mind,106.77,approved
R0001133,O0015946,I00031598,2023-07-16,not_as_expected,278.71,rejected
R0001134,O0015960,I00031634,2025-05-27,damaged,71.06,approved
R0001135,O0015966,I00031646,2023-11-06,late_delivery,49.18,approved
R0001136,O0015967,I00031650,2024-11-14,wrong_size,111.49,approved
R0001137,O0015984,I00031688,2023-12-19,damaged,67.33,approved
R0001138,O0015990,I00031700,2024-08-08,changed_mind,94.16,approved
R0001139,O0016011,I00031735,2024-07-22,not_as_expected,86.08,approved
R0001140,O0016038,I00031783,2025-07-25,changed_mind,93.5,approved
R0001141,O0016050,I00031821,2025-11-09,not_as_expected,53.74,approved
R0001142,O0016079,I00031892,2024-04-30,wrong_size,533.71,approved
R0001143,O0016101,I00031934,2025-05-18,damaged,548.92,approved
R0001144,O0016117,I00031962,2023-11-27,damaged,153.25,approved
R0001145,O0016118,I00031964,2024-12-31,changed_mind,103.84,approved
R0001146,O0016130,I00031997,2025-06-23,wrong_size,10.06,approved
R0001147,O0016138,I00032012,2024-04-21,damaged,360.59,rejected
R0001148,O0016142,I00032019,2023-06-24,damaged,109.4,approved
R0001149,O0016153,I00032044,2024-02-03,not_as_expected,3.8,approved
R0001150,O0016161,I00032059,2023-08-04,late_delivery,86.69,rejected
R0001151,O0016178,I00032089,2025-11-30,damaged,78.9,approved
R0001152,O0016199,I00032127,2023-05-05,not_as_expected,39.09,approved
R0001153,O0016210,I00032157,2025-12-23,late_delivery,41.36,rejected
R0001154,O0016215,I00032166,2024-10-22,not_as_expected,12.53,approved
R0001155,O0016217,I00032169,2023-04-04,wrong_size,193.86,approved
R0001156,O0016225,I00032188,2024-10-29,damaged,82.98,approved
R0001157,O0016259,I00032259,2024-01-12,wrong_size,189.48,approved
R0001158,O0016266,I00032269,2025-09-04,not_as_expected,48.93,approved
R0001159,O0016267,I00032271,2025-12-06,not_as_expected,110.63,rejected
R0001160,O0016281,I00032297,2024-02-27,not_as_expected,57.64,approved
R0001161,O0016300,I00032330,2024-02-26,damaged,616.46,approved
R0001162,O0016323,I00032372,2023-12-10,late_delivery,19.88,approved
R0001163,O0016330,I00032387,2024-11-23,wrong_size,103.1,approved
R0001164,O0016372,I00032468,2023-05-31,damaged,4.91,approved
R0001165,O0016380,I00032490,2023-03-03,changed_mind,74.86,approved
R0001166,O0016386,I00032502,2025-10-10,not_as_expected,7.53,approved
R0001167,O0016408,I00032541,2025-02-03,changed_mind,26.56,approved
R0001168,O0016464,I00032666,2024-05-31,late_delivery,8.81,approved
R0001169,O0016480,I00032702,2025-10-27,not_as_expected,184.46,approved
R0001170,O0016482,I00032704,2024-09-16,changed_mind,18.92,approved
R0001171,O0016485,I00032710,2023-06-16,wrong_size,270.6,approved
R0001172,O0016490,I00032716,2025-10-20,damaged,114.61,approved
R0001173,O0016539,I00032807,2023-11-20,not_as_expected,8.95,rejected
R0001174,O0016540,I00032810,2023-02-19,late_delivery,538.32,approved
R0001175,O0016558,I00032848,2024-12-02,changed_mind,60.35,approved
R0001176,O0016564,I00032861,2023-11-29,changed_mind,72.18,approved
R0001177,O0016573,I00032882,2024-07-24,not_as_expected,51.61,approved
R0001178,O0016615,I00032956,2023-11-06,damaged,374.19,approved
R0001179,O0016624,I00032968,2025-08-01,damaged,45.25,approved
R0001180,O0016628,I00032976,2023-03-08,wrong_size,47.45,approved
R0001181,O0016634,I00032989,2024-01-15,not_as_expected,218.88,approved
R0001182,O0016637,I00032998,2025-09-05,wrong_size,567.1,approved
R0001183,O0016659,I00033039,2025-08-14,late_delivery,16.84,approved
R0001184,O0016688,I00033093,2025-06-02,wrong_size,425.92,approved
R0001185,O0016689,I00033095,2025-03-22,damaged,9.94,approved
R0001186,O0016690,I00033098,2025-11-28,damaged,18.26,approved
R0001187,O0016718,I00033161,2023-11-03,changed_mind,110.28,approved
R0001188,O0016742,I00033215,2024-03-12,changed_mind,40.25,approved
R0001189,O0016746,I00033221,2024-01-03,not_as_expected,159.87,approved
R0001190,O0016753,I00033234,2024-12-28,damaged,196.88,approved
R0001191,O0016762,I00033255,2024-09-25,damaged,19.72,approved
R0001192,O0016766,I00033263,2023-10-28,changed_mind,18.52,approved
R0001193,O0016781,I00033298,2023-09-10,not_as_expected,41.25,approved
R0001194,O0016786,I00033311,2025-11-02,changed_mind,28.71,approved
R0001195,O0016790,I00033316,2024-10-19,not_as_expected,97.73,approved
R0001196,O0016798,I00033337,2023-09-19,damaged,1182.2,approved
R0001197,O0016810,I00033358,2025-03-17,not_as_expected,131.91,approved
R0001198,O0016827,I00033396,2025-11-04,damaged,41.01,approved
R0001199,O0016829,I00033403,2023-10-09,damaged,54.74,approved
R0001200,O0016856,I00033463,2024-05-28,damaged,262.67,approved
R0001201,O0016870,I00033489,2025-11-27,not_as_expected,20.46,approved
R0001202,O0016897,I00033546,2024-07-16,damaged,108.78,rejected
R0001203,O0016926,I00033614,2025-09-05,changed_mind,45.85,approved
R0001204,O0016944,I00033647,2023-12-30,wrong_size,89.94,approved
R0001205,O0016972,I00033698,2025-02-07,wrong_size,56.84,approved
R0001206,O0016981,I00033719,2024-08-05,late_delivery,122.3,approved
R0001207,O0016986,I00033731,2025-05-08,damaged,330.27,approved
R0001208,O0016994,I00033741,2025-12-04,damaged,11.46,approved
R0001209,O0017029,I00033814,2023-02-04,not_as_expected,37.81,approved
R0001210,O0017030,I00033817,2025-08-19,late_delivery,4.93,approved
R0001211,O0017056,I00033868,2025-04-13,damaged,132.32,approved
R0001212,O0017062,I00033881,2023-02-21,late_delivery,104.56,approved
R0001213,O0017068,I00033892,2023-05-02,not_as_expected,145.95,approved
R0001214,O0017081,I00033920,2024-12-05,damaged,565.83,approved
R0001215,O0017085,I00033929,2024-05-31,not_as_expected,12.45,rejected
R0001216,O0017114,I00033977,2023-02-09,late_delivery,121.19,approved
R0001217,O0017125,I00034003,2024-02-09,late_delivery,10.18,approved
R0001218,O0017133,I00034019,2024-07-06,changed_mind,92.54,approved
R0001219,O0017162,I00034081,2024-12-28,wrong_size,26.37,approved
R0001220,O0017168,I00034091,2024-01-14,not_as_expected,63.55,approved
R0001221,O0017188,I00034133,2025-08-17,not_as_expected,11.34,approved
R0001222,O0017195,I00034150,2024-03-16,changed_mind,52.32,approved
R0001223,O0017196,I00034152,2023-09-18,changed_mind,93.93,approved
R0001224,O0017228,I00034204,2025-01-19,wrong_size,34.79,approved
R0001225,O0017239,I00034236,2024-10-23,not_as_expected,47.97,approved
R0001226,O0017245,I00034250,2023-05-16,wrong_size,100.11,approved
R0001227,O0017265,I00034286,2024-03-13,not_as_expected,69.32,approved
R0001228,O0017267,I00034290,2025-05-18,changed_mind,91.3,rejected
R0001229,O0017268,I00034292,2024-11-03,not_as_expected,35.66,approved
R0001230,O0017284,I00034323,2024-11-28,changed_mind,54.07,approved
R0001231,O0017286,I00034327,2024-08-10,not_as_expected,9.65,approved
R0001232,O0017321,I00034403,2023-06-26,not_as_expected,39.36,rejected
R0001233,O0017323,I00034406,2024-01-20,late_delivery,1552.74,approved
R0001234,O0017327,I00034413,2025-11-28,wrong_size,35.25,approved
R0001235,O0017332,I00034421,2025-06-06,not_as_expected,122.02,approved
R0001236,O0017344,I00034453,2024-10-05,changed_mind,25.69,approved
R0001237,O0017359,I00034487,2024-07-18,damaged,9.6,approved
R0001238,O0017381,I00034522,2025-11-07,damaged,19.86,approved
R0001239,O0017429,I00034627,2023-09-14,wrong_size,65.69,approved
R0001240,O0017440,I00034647,2023-07-17,not_as_expected,186.58,approved
R0001241,O0017441,I00034649,2025-10-07,damaged,118.63,approved
R0001242,O0017444,I00034652,2025-02-25,not_as_expected,146.75,approved
R0001243,O0017452,I00034664,2023-04-16,not_as_expected,349.99,approved
R0001244,O0017455,I00034668,2025-04-03,not_as_expected,1460.94,approved
R0001245,O0017462,I00034682,2025-03-10,not_as_expected,56.61,approved
R0001246,O0017502,I00034769,2023-05-05,not_as_expected,7.25,approved
R0001247,O0017504,I00034775,2023-06-11,damaged,33.43,approved
R0001248,O0017514,I00034793,2025-12-29,not_as_expected,84.25,approved
R0001249,O0017522,I00034806,2024-11-14,damaged,74.78,approved
R0001250,O0017526,I00034810,2025-02-27,changed_mind,73.33,approved
R0001251,O0017576,I00034909,2025-04-03,not_as_expected,39.38,approved
R0001252,O0017607,I00034971,2024-05-11,not_as_expected,52.92,approved
R0001253,O0017665,I00035079,2025-07-22,changed_mind,85.16,approved
R0001254,O0017672,I00035095,2025-09-09,wrong_size,10.51,approved
R0001255,O0017689,I00035127,2023-09-08,damaged,8.98,approved
R0001256,O0017734,I00035222,2025-01-19,damaged,599.28,approved
R0001257,O0017752,I00035254,2024-01-05,not_as_expected,44.5,approved
R0001258,O0017763,I00035281,2023-07-14,damaged,221.64,approved
R0001259,O0017779,I00035315,2024-11-24,wrong_size,225.69,approved
R0001260,O0017780,I00035316,2025-11-18,damaged,13.76,approved
R0001261,O0017787,I00035327,2023-09-21,changed_mind,29.8,approved
R0001262,O0017801,I00035356,2024-05-24,wrong_size,5.8,approved
R0001263,O0017812,I00035379,2023-11-26,not_as_expected,8.53,approved
R0001264,O0017814,I00035385,2023-05-13,wrong_size,109.04,approved
R0001265,O0017827,I00035407,2025-03-19,not_as_expected,37.26,approved
R0001266,O0017842,I00035443,2024-12-31,not_as_expected,9.5,approved
R0001267,O0017869,I00035495,2023-12-21,changed_mind,247.87,approved
R0001268,O0017871,I00035497,2025-03-22,changed_mind,19.05,approved
R0001269,O0017893,I00035542,2023-12-08,changed_mind,36.12,rejected
R0001270,O0017896,I00035545,2023-12-16,not_as_expected,17.45,approved
R0001271,O0017902,I00035556,2025-03-19,changed_mind,268.36,approved
R0001272,O0017903,I00035558,2025-05-02,changed_mind,44.65,approved
R0001273,O0017905,I00035563,2024-10-23,changed_mind,139.72,approved
R0001274,O0017906,I00035564,2025-11-15,not_as_expected,3.66,approved
R0001275,O0017923,I00035590,2023-06-22,not_as_expected,275.17,approved
R0001276,O0017968,I00035697,2024-08-24,changed_mind,8.49,approved
R0001277,O0017986,I00035735,2024-11-07,late_delivery,29.63,approved
R0001278,O0017999,I00035762,2025-09-02,not_as_expected,1694.51,approved
R0001279,O0018077,I00035924,2025-07-23,changed_mind,78.02,approved
R0001280,O0018086,I00035938,2024-08-10,late_delivery,26.67,approved
R0001281,O0018092,I00035951,2025-09-05,damaged,454.92,approved
R0001282,O0018110,I00035983,2025-08-20,wrong_size,45.52,rejected
R0001283,O0018137,I00036035,2025-06-23,wrong_size,200.83,approved
R0001284,O0018220,I00036201,2023-11-26,late_delivery,74.38,rejected
R0001285,O0018232,I00036229,2025-09-16,changed_mind,69.07,approved
R0001286,O0018275,I00036312,2025-03-10,changed_mind,57.3,rejected
R0001287,O0018277,I00036315,2024-12-28,late_delivery,58.8,approved
R0001288,O0018291,I00036342,2023-08-12,wrong_size,11,approved
R0001289,O0018297,I00036356,2023-03-27,late_delivery,119.95,approved
R0001290,O0018301,I00036368,2023-12-11,not_as_expected,64.84,approved
R0001291,O0018315,I00036394,2025-01-04,not_as_expected,215.42,approved
R0001292,O0018318,I00036403,2025-04-04,damaged,95.03,approved
R0001293,O0018321,I00036410,2025-05-20,damaged,191.65,approved
R0001294,O0018342,I00036442,2025-02-13,late_delivery,76.88,approved
R0001295,O0018362,I00036483,2023-12-25,wrong_size,36.31,approved
R0001296,O0018377,I00036514,2025-07-09,damaged,75.59,approved
R0001297,O0018395,I00036552,2023-02-14,not_as_expected,781.07,rejected
R0001298,O0018416,I00036593,2024-04-18,changed_mind,78.84,approved
R0001299,O0018431,I00036628,2025-07-31,not_as_expected,25.96,approved
R0001300,O0018436,I00036635,2024-01-13,changed_mind,62.26,approved
R0001301,O0018455,I00036666,2025-08-29,changed_mind,136.6,approved
R0001302,O0018458,I00036673,2024-04-21,not_as_expected,213.9,approved
R0001303,O0018470,I00036694,2023-08-08,damaged,113.71,approved
R0001304,O0018514,I00036773,2024-11-02,changed_mind,84.89,approved
R0001305,O0018525,I00036795,2025-02-14,damaged,24.86,approved
R0001306,O0018527,I00036799,2025-07-24,damaged,71.99,approved
R0001307,O0018549,I00036847,2025-07-25,changed_mind,42.07,approved
R0001308,O0018558,I00036866,2025-04-20,not_as_expected,119.94,approved
R0001309,O0018562,I00036875,2024-02-04,damaged,9.76,approved
R0001310,O0018567,I00036883,2025-01-08,not_as_expected,89.39,rejected
R0001311,O0018588,I00036930,2023-11-03,wrong_size,191.64,approved
R0001312,O0018591,I00036936,2024-01-01,not_as_expected,37.15,approved
R0001313,O0018601,I00036951,2023-04-01,not_as_expected,124.15,approved
R0001314,O0018603,I00036958,2024-01-30,damaged,222.68,approved
R0001315,O0018618,I00036991,2024-12-15,damaged,84.78,approved
R0001316,O0018633,I00037020,2025-12-24,damaged,21.78,approved
R0001317,O0018635,I00037024,2023-03-14,late_delivery,24.9,approved
R0001318,O0018657,I00037073,2025-07-02,not_as_expected,9.1,approved
R0001319,O0018673,I00037114,2024-12-03,wrong_size,199.54,approved
R0001320,O0018688,I00037141,2023-07-26,damaged,36.39,approved
R0001321,O0018703,I00037170,2024-03-02,late_delivery,127.86,approved
R0001322,O0018711,I00037186,2024-06-28,late_delivery,8.75,approved
R0001323,O0018724,I00037218,2025-05-08,not_as_expected,24.21,approved
R0001324,O0018726,I00037223,2023-03-29,changed_mind,490.63,approved
R0001325,O0018729,I00037230,2024-11-05,damaged,15.53,approved
R0001326,O0018777,I00037312,2023-12-03,not_as_expected,229.81,approved
R0001327,O0018778,I00037313,2024-10-08,wrong_size,25.88,approved
R0001328,O0018780,I00037316,2023-07-13,changed_mind,99.64,approved
R0001329,O0018783,I00037322,2025-08-06,late_delivery,40.81,approved
R0001330,O0018808,I00037371,2023-02-05,wrong_size,124.46,approved
R0001331,O0018829,I00037415,2024-09-17,not_as_expected,59.45,approved
R0001332,O0018848,I00037453,2023-05-04,not_as_expected,26.89,approved
R0001333,O0018860,I00037477,2024-12-12,late_delivery,58.02,rejected
R0001334,O0018869,I00037502,2023-11-04,not_as_expected,8.44,approved
R0001335,O0018879,I00037522,2024-07-17,changed_mind,110.14,approved
R0001336,O0018893,I00037545,2024-12-19,damaged,234.06,approved
R0001337,O0018894,I00037547,2025-04-09,damaged,777.27,approved
R0001338,O0018900,I00037558,2025-01-13,late_delivery,278.85,approved
R0001339,O0018901,I00037562,2023-05-28,changed_mind,99.5,approved
R0001340,O0018905,I00037569,2024-01-23,damaged,390.99,approved
R0001341,O0018929,I00037613,2023-10-08,wrong_size,106.87,approved
R0001342,O0018930,I00037615,2023-07-13,changed_mind,141.6,approved
R0001343,O0018950,I00037655,2024-04-17,not_as_expected,32.77,approved
R0001344,O0018974,I00037700,2023-06-09,late_delivery,9.75,approved
R0001345,O0018996,I00037733,2025-11-17,not_as_expected,70.85,approved
R0001346,O0019025,I00037801,2024-01-04,changed_mind,106.5,approved
R0001347,O0019042,I00037835,2024-08-26,wrong_size,52.84,approved
R0001348,O0019053,I00037855,2024-09-13,changed_mind,91.24,approved
R0001349,O0019072,I00037889,2024-04-02,not_as_expected,173.68,approved
R0001350,O0019085,I00037915,2025-04-16,not_as_expected,92.77,rejected
R0001351,O0019098,I00037940,2025-04-06,changed_mind,95.34,approved
R0001352,O0019100,I00037946,2023-10-12,damaged,36.04,approved
R0001353,O0019103,I00037950,2024-09-02,not_as_expected,23.31,approved
R0001354,O0019104,I00037953,2023-07-07,damaged,19.54,approved
R0001355,O0019107,I00037957,2025-06-14,wrong_size,31.07,approved
R0001356,O0019127,I00037994,2025-05-29,damaged,22.61,approved
R0001357,O0019131,I00038003,2023-04-05,changed_mind,29.53,approved
R0001358,O0019135,I00038009,2024-04-06,not_as_expected,93.37,approved
R0001359,O0019138,I00038014,2024-06-06,wrong_size,25.24,approved
R0001360,O0019140,I00038017,2025-08-25,late_delivery,210.92,approved
R0001361,O0019145,I00038023,2025-11-18,late_delivery,199.76,approved
R0001362,O0019150,I00038031,2025-05-13,changed_mind,4.9,approved
R0001363,O0019162,I00038055,2025-02-15,changed_mind,190.17,approved
R0001364,O0019190,I00038100,2025-04-30,late_delivery,78.95,approved
R0001365,O0019196,I00038109,2023-08-18,not_as_expected,19.61,approved
R0001366,O0019198,I00038112,2024-03-28,wrong_size,26.12,rejected
R0001367,O0019240,I00038187,2024-11-05,changed_mind,42.49,rejected
R0001368,O0019260,I00038223,2024-08-25,changed_mind,62.23,approved
R0001369,O0019282,I00038271,2025-10-02,wrong_size,113.78,approved
R0001370,O0019285,I00038279,2023-08-07,wrong_size,140.83,approved
R0001371,O0019290,I00038293,2025-06-09,not_as_expected,13.05,approved
R0001372,O0019301,I00038316,2025-05-13,not_as_expected,9.68,approved
R0001373,O0019316,I00038345,2023-07-05,damaged,125.73,approved
R0001374,O0019317,I00038347,2023-10-10,not_as_expected,73.7,approved
R0001375,O0019343,I00038395,2023-10-15,late_delivery,239.93,approved
R0001376,O0019388,I00038484,2024-01-12,damaged,51.56,approved
R0001377,O0019395,I00038493,2024-01-14,late_delivery,23.85,approved
R0001378,O0019397,I00038496,2026-01-16,wrong_size,114.44,approved
R0001379,O0019398,I00038499,2024-05-15,wrong_size,46.39,approved
R0001380,O0019406,I00038512,2025-12-17,wrong_size,57.91,approved
R0001381,O0019408,I00038514,2023-04-12,not_as_expected,142.14,approved
R0001382,O0019430,I00038563,2025-09-13,not_as_expected,39.99,approved
R0001383,O0019436,I00038575,2024-12-03,damaged,51.37,approved
R0001384,O0019465,I00038624,2024-01-24,not_as_expected,826.72,approved
R0001385,O0019466,I00038629,2025-12-29,not_as_expected,942.42,approved
R0001386,O0019470,I00038635,2023-07-12,damaged,158.88,approved
R0001387,O0019492,I00038671,2023-12-19,damaged,146.78,approved
R0001388,O0019498,I00038682,2023-08-27,not_as_expected,7.26,approved
R0001389,O0019499,I00038686,2024-02-21,not_as_expected,9.32,rejected
R0001390,O0019510,I00038709,2026-01-08,damaged,2.15,approved
R0001391,O0019511,I00038711,2024-03-21,wrong_size,84.13,approved
R0001392,O0019532,I00038769,2023-06-14,changed_mind,38.31,approved
R0001393,O0019541,I00038784,2024-09-03,changed_mind,11.74,approved
R0001394,O0019552,I00038804,2024-11-10,damaged,12.5,approved
R0001395,O0019597,I00038898,2025-08-08,not_as_expected,4.93,approved
R0001396,O0019613,I00038931,2023-01-21,wrong_size,29.23,approved
R0001397,O0019617,I00038942,2024-03-10,damaged,49.76,approved
R0001398,O0019618,I00038943,2024-05-03,damaged,15.7,approved
R0001399,O0019649,I00039019,2025-11-24,not_as_expected,92.18,approved
R0001400,O0019654,I00039031,2025-12-19,not_as_expected,8.79,approved
R0001401,O0019668,I00039061,2025-08-27,not_as_expected,27.48,approved
R0001402,O0019699,I00039128,2023-06-21,wrong_size,85.23,approved
R0001403,O0019708,I00039140,2024-09-12,changed_mind,252.57,approved
R0001404,O0019713,I00039155,2024-09-16,changed_mind,50.78,approved
R0001405,O0019718,I00039165,2023-07-13,late_delivery,9.5,approved
R0001406,O0019721,I00039169,2023-11-24,changed_mind,133.46,approved
R0001407,O0019727,I00039179,2025-01-03,not_as_expected,28.3,approved
R0001408,O0019743,I00039215,2025-06-12,late_delivery,757.46,approved
R0001409,O0019770,I00039268,2025-06-20,changed_mind,93.8,approved
R0001410,O0019809,I00039341,2025-10-28,wrong_size,334.32,approved
R0001411,O0019817,I00039355,2023-05-25,not_as_expected,61.36,rejected
R0001412,O0019820,I00039360,2026-01-17,changed_mind,46.24,approved
R0001413,O0019872,I00039460,2024-08-09,not_as_expected,65.66,approved
R0001414,O0019882,I00039478,2023-04-27,damaged,23.43,approved
R0001415,O0019884,I00039482,2023-05-18,damaged,7.77,approved
R0001416,O0019907,I00039524,2025-01-20,not_as_expected,125.7,rejected
R0001417,O0019943,I00039589,2024-01-10,wrong_size,325.8,approved
R0001418,O0019946,I00039592,2025-07-02,changed_mind,14.43,rejected
R0001419,O0019954,I00039604,2023-02-09,wrong_size,35.06,approved
R0001420,O0019965,I00039626,2024-03-18,damaged,665.98,approved
R0001421,O0019990,I00039670,2023-05-28,not_as_expected,226.22,approved
R0001422,O0019992,I00039677,2025-06-09,wrong_size,42.05,approved
R0001423,O0020001,I00039692,2025-06-10,wrong_size,27.82,approved
R0001424,O0020009,I00039709,2024-08-05,not_as_expected,121.18,approved
R0001425,O0020036,I00039764,2026-01-27,changed_mind,7.68,approved
R0001426,O0020040,I00039775,2024-04-21,late_delivery,86.74,approved
R0001427,O0020050,I00039795,2024-07-20,changed_mind,13.38,approved
R0001428,O0020076,I00039842,2023-05-11,wrong_size,273.06,approved
R0001429,O0020091,I00039870,2023-10-25,late_delivery,41.92,approved
R0001430,O0020099,I00039885,2025-02-18,damaged,121.76,approved
R0001431,O0020102,I00039889,2025-12-21,not_as_expected,146.1,approved
R0001432,O0020103,I00039890,2024-03-23,changed_mind,60.42,approved
R0001433,O0020105,I00039894,2024-03-08,damaged,70.99,approved
R0001434,O0020125,I00039927,2025-02-25,changed_mind,85.86,approved
R0001435,O0020133,I00039953,2023-09-08,wrong_size,85.13,approved
R0001436,O0020138,I00039967,2025-09-22,not_as_expected,45.18,approved
R0001437,O0020142,I00039971,2024-08-17,not_as_expected,235.48,approved
R0001438,O0020159,I00040018,2025-11-16,wrong_size,64.59,approved
R0001439,O0020180,I00040056,2023-08-01,damaged,11.99,approved
R0001440,O0020181,I00040057,2024-03-22,damaged,102.08,approved
R0001441,O0020194,I00040083,2023-09-17,not_as_expected,50.08,approved
R0001442,O0020224,I00040136,2023-08-03,damaged,61.45,approved
R0001443,O0020248,I00040175,2023-11-14,late_delivery,13.98,approved
R0001444,O0020250,I00040180,2025-05-04,changed_mind,102.86,approved
R0001445,O0020293,I00040259,2024-11-13,changed_mind,219.74,approved
R0001446,O0020299,I00040269,2024-12-26,not_as_expected,9.5,approved
R0001447,O0020304,I00040282,2023-07-20,not_as_expected,47.23,approved
R0001448,O0020307,I00040287,2026-01-01,not_as_expected,5.8,approved
R0001449,O0020313,I00040299,2025-04-05,damaged,10.19,approved
R0001450,O0020341,I00040352,2025-11-29,not_as_expected,57.15,rejected
R0001451,O0020347,I00040361,2024-07-09,changed_mind,56.89,approved
R0001452,O0020409,I00040479,2023-12-17,not_as_expected,155.46,approved
R0001453,O0020419,I00040498,2024-12-23,not_as_expected,316.02,approved
R0001454,O0020447,I00040550,2024-07-18,not_as_expected,25.92,approved
R0001455,O0020450,I00040558,2024-05-08,wrong_size,139.19,approved
R0001456,O0020456,I00040569,2025-12-06,changed_mind,183.62,approved
R0001457,O0020465,I00040589,2023-05-16,wrong_size,53.9,approved
R0001458,O0020468,I00040593,2024-01-15,wrong_size,422.93,approved
R0001459,O0020486,I00040624,2025-03-11,not_as_expected,59.34,approved
R0001460,O0020498,I00040651,2024-01-23,late_delivery,65.64,rejected
R0001461,O0020511,I00040677,2023-01-25,late_delivery,12.62,approved
R0001462,O0020522,I00040697,2025-11-23,damaged,77.01,approved
R0001463,O0020526,I00040708,2025-04-03,not_as_expected,244.74,approved
R0001464,O0020527,I00040709,2024-11-09,damaged,14.55,rejected
R0001465,O0020531,I00040718,2025-08-03,not_as_expected,31.06,approved
R0001466,O0020545,I00040747,2023-07-06,not_as_expected,164.54,approved
R0001467,O0020555,I00040771,2023-07-14,not_as_expected,39.51,approved
R0001468,O0020575,I00040807,2025-07-23,late_delivery,586.44,approved
R0001469,O0020597,I00040848,2024-08-22,not_as_expected,72.77,approved
R0001470,O0020601,I00040854,2025-02-04,late_delivery,74.14,approved
R0001471,O0020602,I00040857,2023-05-27,damaged,60.21,approved
R0001472,O0020627,I00040908,2023-08-11,wrong_size,275.67,approved
R0001473,O0020635,I00040924,2024-06-28,late_delivery,341.84,approved
R0001474,O0020668,I00040993,2024-05-03,wrong_size,30.46,approved
R0001475,O0020765,I00041198,2025-12-21,not_as_expected,157.49,approved
R0001476,O0020784,I00041244,2023-04-28,damaged,97.01,approved
R0001477,O0020819,I00041315,2023-03-27,not_as_expected,42.91,approved
R0001478,O0020848,I00041368,2023-07-19,late_delivery,82.63,approved
R0001479,O0020884,I00041431,2025-02-23,wrong_size,71.5,approved
R0001480,O0020909,I00041484,2025-10-29,not_as_expected,86.86,approved
R0001481,O0020917,I00041503,2025-02-25,changed_mind,12.71,approved
R0001482,O0020955,I00041586,2024-02-07,damaged,81.53,approved
R0001483,O0020957,I00041590,2024-12-03,damaged,30.52,approved
R0001484,O0020961,I00041599,2023-08-04,not_as_expected,52.79,approved
R0001485,O0020964,I00041610,2023-08-18,damaged,53.88,approved
R0001486,O0020971,I00041621,2023-12-11,damaged,54.09,approved
R0001487,O0020982,I00041646,2025-04-03,late_delivery,107.38,approved
R0001488,O0020992,I00041660,2025-04-10,late_delivery,16.56,rejected
R0001489,O0020996,I00041671,2025-12-15,changed_mind,73.39,approved
R0001490,O0021025,I00041727,2024-07-17,changed_mind,167.61,approved
R0001491,O0021030,I00041735,2026-01-06,changed_mind,19.02,approved
R0001492,O0021031,I00041736,2024-04-06,wrong_size,12.09,approved
R0001493,O0021043,I00041763,2025-01-04,changed_mind,9.36,approved
R0001494,O0021058,I00041783,2025-05-23,changed_mind,9.5,approved
R0001495,O0021064,I00041801,2025-12-11,wrong_size,80.39,approved
R0001496,O0021076,I00041826,2023-11-09,damaged,176.65,approved
R0001497,O0021083,I00041842,2025-11-11,not_as_expected,110.72,approved
R0001498,O0021092,I00041862,2024-06-19,not_as_expected,585.32,approved
R0001499,O0021097,I00041881,2024-08-13,wrong_size,68.02,approved
R0001500,O0021117,I00041937,2023-03-27,not_as_expected,141.35,approved
R0001501,O0021128,I00041958,2025-12-04,wrong_size,8.77,approved
R0001502,O0021131,I00041964,2024-08-10,not_as_expected,100.73,approved
R0001503,O0021142,I00041983,2025-01-17,damaged,108.23,approved
R0001504,O0021154,I00042008,2024-11-25,not_as_expected,39.16,approved
R0001505,O0021155,I00042010,2024-07-17,changed_mind,35.25,approved
R0001506,O0021174,I00042047,2024-11-08,wrong_size,27.35,approved
R0001507,O0021177,I00042052,2024-01-14,damaged,9.39,approved
R0001508,O0021204,I00042106,2023-05-27,not_as_expected,9.86,approved
R0001509,O0021211,I00042122,2024-10-26,changed_mind,382.41,approved
R0001510,O0021220,I00042135,2023-05-17,not_as_expected,11.27,approved
R0001511,O0021222,I00042138,2024-02-26,changed_mind,97.22,approved
R0001512,O0021225,I00042144,2025-08-07,damaged,9.74,rejected
R0001513,O0021248,I00042186,2023-10-29,damaged,51.96,approved
R0001514,O0021275,I00042230,2025-03-22,late_delivery,35.31,approved
R0001515,O0021284,I00042247,2024-02-18,not_as_expected,53.75,rejected
R0001516,O0021305,I00042282,2025-09-21,not_as_expected,1.67,approved
R0001517,O0021307,I00042284,2024-04-28,wrong_size,3.31,approved
R0001518,O0021337,I00042341,2023-11-09,changed_mind,13.99,approved
